date	close
17-Mar-09	3
20-Mar-09	1
21-Mar-09	1
24-Mar-09	1
25-Mar-09	2
27-Mar-09	1
28-Mar-09	1
31-Mar-09	2
03-Apr-09	1
06-Apr-09	3
10-Apr-09	1
14-Apr-09	1
17-Apr-09	1
18-Apr-09	1
20-Apr-09	1
22-Apr-09	2
23-Apr-09	1
27-Apr-09	2
05-May-09	1
09-May-09	2
12-May-09	1
13-May-09	1
16-May-09	1
20-May-09	1
23-May-09	1
26-May-09	1
29-May-09	1
01-Jun-09	1
02-Jun-09	1
03-Jun-09	1
15-Jun-09	1
17-Jun-09	2
20-Jun-09	1
22-Jun-09	1
23-Jun-09	1
24-Jun-09	1
25-Jun-09	2
29-Jun-09	1
30-Jun-09	2
01-Jul-09	2
04-Jul-09	1
06-Jul-09	1
09-Jul-09	1
12-Jul-09	1
13-Jul-09	5
20-Jul-09	1
21-Jul-09	3
25-Jul-09	1
27-Jul-09	1
29-Jul-09	1
30-Jul-09	2
01-Aug-09	1
07-Aug-09	1
08-Aug-09	1
12-Aug-09	1
14-Aug-09	1
17-Aug-09	2
19-Aug-09	1
21-Aug-09	1
22-Aug-09	1
24-Aug-09	1
26-Aug-09	2
27-Aug-09	1
28-Aug-09	2
05-Sep-09	1
09-Sep-09	1
11-Sep-09	1
14-Sep-09	1
15-Sep-09	1
17-Sep-09	2
23-Sep-09	2
25-Sep-09	1
27-Sep-09	1
28-Sep-09	1
30-Sep-09	1
07-Oct-09	1
10-Oct-09	1
11-Oct-09	1
12-Oct-09	1
13-Oct-09	1
14-Oct-09	1
16-Oct-09	1
19-Oct-09	2
20-Oct-09	1
23-Oct-09	2
28-Oct-09	1
02-Nov-09	1
05-Nov-09	1
06-Nov-09	1
07-Nov-09	1
10-Nov-09	2
12-Nov-09	1
13-Nov-09	1
14-Nov-09	1
15-Nov-09	2
17-Nov-09	1
20-Nov-09	1
23-Nov-09	1
25-Nov-09	1
27-Nov-09	1
29-Nov-09	2
04-Dec-09	1
06-Dec-09	1
17-Dec-09	1
24-Dec-09	1
28-Dec-09	1
29-Dec-09	2
30-Dec-09	1
31-Dec-09	1
03-Jan-10	1
04-Jan-10	3
06-Jan-10	1
07-Jan-10	1
09-Jan-10	1
11-Jan-10	2
13-Jan-10	2
14-Jan-10	1
15-Jan-10	1
17-Jan-10	1
18-Jan-10	1
19-Jan-10	1
22-Jan-10	2
23-Jan-10	1
24-Jan-10	1
27-Jan-10	2
28-Jan-10	1
31-Jan-10	1
01-Feb-10	1
02-Feb-10	1
07-Feb-10	1
08-Feb-10	1
11-Feb-10	1
15-Feb-10	2
16-Feb-10	2
17-Feb-10	1
18-Feb-10	1
22-Feb-10	1
23-Feb-10	6
24-Feb-10	1
25-Feb-10	1
01-Mar-10	1
03-Mar-10	1
04-Mar-10	2
05-Mar-10	1
06-Mar-10	1
09-Mar-10	2
10-Mar-10	1
12-Mar-10	1
13-Mar-10	1
15-Mar-10	1
16-Mar-10	3
17-Mar-10	2
18-Mar-10	2
24-Mar-10	1
28-Mar-10	1
29-Mar-10	4
30-Mar-10	1
31-Mar-10	1
02-Apr-10	2
05-Apr-10	1
07-Apr-10	1
09-Apr-10	1
10-Apr-10	3
11-Apr-10	2
13-Apr-10	3
14-Apr-10	1
16-Apr-10	1
18-Apr-10	2
20-Apr-10	2
21-Apr-10	2
22-Apr-10	1
23-Apr-10	3
25-Apr-10	2
26-Apr-10	1
27-Apr-10	1
30-Apr-10	1
03-May-10	1
04-May-10	2
05-May-10	1
06-May-10	1
07-May-10	3
08-May-10	1
09-May-10	1
12-May-10	1
13-May-10	2
14-May-10	1
16-May-10	3
18-May-10	2
20-May-10	1
24-May-10	3
25-May-10	1
26-May-10	1
28-May-10	1
29-May-10	1
01-Jun-10	1
02-Jun-10	5
03-Jun-10	2
04-Jun-10	1
05-Jun-10	2
06-Jun-10	1
07-Jun-10	2
09-Jun-10	2
11-Jun-10	1
14-Jun-10	2
17-Jun-10	2
20-Jun-10	1
22-Jun-10	2
23-Jun-10	1
25-Jun-10	2
28-Jun-10	1
29-Jun-10	1
02-Jul-10	1
06-Jul-10	1
07-Jul-10	2
08-Jul-10	1
11-Jul-10	4
12-Jul-10	1
13-Jul-10	1
14-Jul-10	1
15-Jul-10	3
16-Jul-10	3
17-Jul-10	1
19-Jul-10	1
20-Jul-10	2
21-Jul-10	6
23-Jul-10	2
24-Jul-10	2
27-Jul-10	2
28-Jul-10	1
29-Jul-10	1
01-Aug-10	1
02-Aug-10	2
03-Aug-10	1
04-Aug-10	1
05-Aug-10	1
06-Aug-10	1
08-Aug-10	2
09-Aug-10	1
10-Aug-10	2
11-Aug-10	1
13-Aug-10	1
14-Aug-10	2
15-Aug-10	1
16-Aug-10	1
17-Aug-10	3
19-Aug-10	3
21-Aug-10	1
23-Aug-10	2
24-Aug-10	1
25-Aug-10	1
26-Aug-10	2
27-Aug-10	1
28-Aug-10	2
30-Aug-10	2
31-Aug-10	1
01-Sep-10	1
02-Sep-10	1
03-Sep-10	3
04-Sep-10	1
05-Sep-10	1
07-Sep-10	2
08-Sep-10	1
09-Sep-10	2
11-Sep-10	1
12-Sep-10	1
13-Sep-10	1
14-Sep-10	1
15-Sep-10	1
16-Sep-10	1
17-Sep-10	1
18-Sep-10	1
19-Sep-10	1
21-Sep-10	2
22-Sep-10	3
24-Sep-10	1
25-Sep-10	1
28-Sep-10	2
29-Sep-10	1
30-Sep-10	1
01-Oct-10	1
02-Oct-10	2
05-Oct-10	3
07-Oct-10	1
12-Oct-10	3
18-Oct-10	1
21-Oct-10	1
22-Oct-10	1
23-Oct-10	1
24-Oct-10	1
26-Oct-10	2
01-Nov-10	1
02-Nov-10	3
03-Nov-10	2
04-Nov-10	6
09-Nov-10	1
10-Nov-10	7
14-Nov-10	1
15-Nov-10	2
16-Nov-10	4
17-Nov-10	1
18-Nov-10	2
19-Nov-10	2
21-Nov-10	1
23-Nov-10	2
25-Nov-10	1
27-Nov-10	1
29-Nov-10	3
30-Nov-10	2
01-Dec-10	4
02-Dec-10	1
03-Dec-10	1
04-Dec-10	1
05-Dec-10	2
06-Dec-10	4
07-Dec-10	1
08-Dec-10	1
09-Dec-10	2
10-Dec-10	2
11-Dec-10	2
14-Dec-10	1
15-Dec-10	3
16-Dec-10	1
22-Dec-10	2
23-Dec-10	1
24-Dec-10	1
27-Dec-10	3
28-Dec-10	2
29-Dec-10	4
31-Dec-10	1
01-Jan-11	3
02-Jan-11	2
03-Jan-11	3
04-Jan-11	2
05-Jan-11	3
06-Jan-11	2
07-Jan-11	4
08-Jan-11	1
09-Jan-11	1
10-Jan-11	1
11-Jan-11	2
12-Jan-11	2
13-Jan-11	2
16-Jan-11	4
17-Jan-11	2
18-Jan-11	7
19-Jan-11	2
20-Jan-11	1
21-Jan-11	1
22-Jan-11	4
23-Jan-11	2
24-Jan-11	3
25-Jan-11	1
26-Jan-11	2
27-Jan-11	1
28-Jan-11	1
31-Jan-11	3
03-Feb-11	1
04-Feb-11	2
05-Feb-11	2
06-Feb-11	2
08-Feb-11	1
09-Feb-11	5
14-Feb-11	1
15-Feb-11	2
16-Feb-11	3
17-Feb-11	2
18-Feb-11	2
19-Feb-11	1
21-Feb-11	1
22-Feb-11	3
23-Feb-11	1
24-Feb-11	4
25-Feb-11	2
26-Feb-11	2
28-Feb-11	2
01-Mar-11	3
05-Mar-11	2
06-Mar-11	1
07-Mar-11	1
08-Mar-11	1
09-Mar-11	1
10-Mar-11	1
11-Mar-11	1
12-Mar-11	1
13-Mar-11	2
14-Mar-11	1
15-Mar-11	6
16-Mar-11	4
17-Mar-11	1
18-Mar-11	1
19-Mar-11	1
21-Mar-11	1
22-Mar-11	4
23-Mar-11	3
24-Mar-11	1
25-Mar-11	4
26-Mar-11	1
27-Mar-11	4
29-Mar-11	3
30-Mar-11	2
31-Mar-11	2
01-Apr-11	4
03-Apr-11	3
04-Apr-11	4
05-Apr-11	3
06-Apr-11	2
07-Apr-11	2
09-Apr-11	1
10-Apr-11	2
11-Apr-11	3
12-Apr-11	2
13-Apr-11	1
15-Apr-11	1
17-Apr-11	2
18-Apr-11	4
19-Apr-11	3
20-Apr-11	1
22-Apr-11	2
24-Apr-11	2
25-Apr-11	2
26-Apr-11	4
27-Apr-11	1
28-Apr-11	1
29-Apr-11	1
30-Apr-11	1
01-May-11	1
02-May-11	1
04-May-11	1
05-May-11	1
06-May-11	2
07-May-11	1
08-May-11	2
09-May-11	1
11-May-11	4
12-May-11	4
14-May-11	2
15-May-11	1
16-May-11	1
17-May-11	3
18-May-11	5
20-May-11	2
22-May-11	1
23-May-11	4
24-May-11	4
26-May-11	3
27-May-11	2
30-May-11	1
31-May-11	4
01-Jun-11	7
02-Jun-11	1
03-Jun-11	1
04-Jun-11	2
06-Jun-11	3
07-Jun-11	2
08-Jun-11	2
09-Jun-11	2
10-Jun-11	1
11-Jun-11	2
12-Jun-11	1
13-Jun-11	3
14-Jun-11	5
15-Jun-11	2
16-Jun-11	4
17-Jun-11	1
18-Jun-11	2
20-Jun-11	2
21-Jun-11	2
22-Jun-11	2
23-Jun-11	2
24-Jun-11	1
25-Jun-11	1
26-Jun-11	3
27-Jun-11	3
28-Jun-11	4
29-Jun-11	3
30-Jun-11	1
01-Jul-11	2
02-Jul-11	2
03-Jul-11	3
04-Jul-11	3
06-Jul-11	6
07-Jul-11	2
08-Jul-11	6
09-Jul-11	2
10-Jul-11	6
11-Jul-11	3
12-Jul-11	5
13-Jul-11	3
14-Jul-11	1
16-Jul-11	2
17-Jul-11	1
19-Jul-11	4
20-Jul-11	3
21-Jul-11	3
22-Jul-11	2
23-Jul-11	1
24-Jul-11	2
25-Jul-11	1
26-Jul-11	2
27-Jul-11	3
28-Jul-11	2
29-Jul-11	1
30-Jul-11	1
31-Jul-11	4
02-Aug-11	5
03-Aug-11	1
04-Aug-11	1
05-Aug-11	2
08-Aug-11	3
09-Aug-11	1
10-Aug-11	5
11-Aug-11	1
12-Aug-11	6
14-Aug-11	4
15-Aug-11	2
16-Aug-11	3
17-Aug-11	1
18-Aug-11	2
19-Aug-11	1
21-Aug-11	1
22-Aug-11	6
23-Aug-11	1
24-Aug-11	2
25-Aug-11	4
26-Aug-11	2
27-Aug-11	2
28-Aug-11	2
29-Aug-11	6
30-Aug-11	2
31-Aug-11	1
01-Sep-11	2
02-Sep-11	1
03-Sep-11	1
04-Sep-11	1
05-Sep-11	2
06-Sep-11	2
07-Sep-11	3
09-Sep-11	3
10-Sep-11	5
11-Sep-11	1
12-Sep-11	1
14-Sep-11	2
15-Sep-11	3
16-Sep-11	1
18-Sep-11	1
19-Sep-11	2
20-Sep-11	3
21-Sep-11	3
22-Sep-11	2
23-Sep-11	1
25-Sep-11	2
26-Sep-11	2
27-Sep-11	2
29-Sep-11	2
30-Sep-11	1
03-Oct-11	1
04-Oct-11	3
05-Oct-11	3
06-Oct-11	1
08-Oct-11	2
10-Oct-11	2
11-Oct-11	3
12-Oct-11	3
13-Oct-11	3
14-Oct-11	1
15-Oct-11	1
16-Oct-11	4
17-Oct-11	3
18-Oct-11	2
19-Oct-11	2
21-Oct-11	1
22-Oct-11	1
23-Oct-11	2
24-Oct-11	3
25-Oct-11	2
26-Oct-11	2
28-Oct-11	1
29-Oct-11	2
30-Oct-11	3
31-Oct-11	1
02-Nov-11	3
04-Nov-11	1
05-Nov-11	3
06-Nov-11	1
07-Nov-11	3
08-Nov-11	3
09-Nov-11	1
10-Nov-11	1
11-Nov-11	3
12-Nov-11	2
13-Nov-11	1
14-Nov-11	3
15-Nov-11	2
20-Nov-11	1
21-Nov-11	2
22-Nov-11	2
23-Nov-11	4
24-Nov-11	1
25-Nov-11	1
26-Nov-11	3
27-Nov-11	2
28-Nov-11	2
29-Nov-11	4
30-Nov-11	1
01-Dec-11	4
02-Dec-11	1
03-Dec-11	3
04-Dec-11	1
05-Dec-11	1
06-Dec-11	2
07-Dec-11	1
08-Dec-11	1
09-Dec-11	1
11-Dec-11	1
12-Dec-11	5
13-Dec-11	4
14-Dec-11	4
15-Dec-11	1
16-Dec-11	3
18-Dec-11	2
19-Dec-11	1
20-Dec-11	3
21-Dec-11	2
23-Dec-11	1
24-Dec-11	2
25-Dec-11	4
26-Dec-11	1
27-Dec-11	3
28-Dec-11	5
29-Dec-11	3
30-Dec-11	3
31-Dec-11	2
01-Jan-12	1
02-Jan-12	7
03-Jan-12	4
04-Jan-12	3
06-Jan-12	3
07-Jan-12	3
08-Jan-12	1
09-Jan-12	2
10-Jan-12	4
11-Jan-12	2
12-Jan-12	4
13-Jan-12	4
14-Jan-12	1
15-Jan-12	2
16-Jan-12	3
17-Jan-12	2
18-Jan-12	2
20-Jan-12	1
21-Jan-12	2
23-Jan-12	1
24-Jan-12	3
25-Jan-12	1
26-Jan-12	2
27-Jan-12	2
28-Jan-12	2
29-Jan-12	1
30-Jan-12	1
31-Jan-12	3
02-Feb-12	1
03-Feb-12	1
04-Feb-12	1
06-Feb-12	1
07-Feb-12	1
08-Feb-12	1
09-Feb-12	3
10-Feb-12	2
11-Feb-12	1
12-Feb-12	1
14-Feb-12	2
15-Feb-12	2
16-Feb-12	2
17-Feb-12	2
18-Feb-12	6
20-Feb-12	2
21-Feb-12	5
22-Feb-12	4
23-Feb-12	3
24-Feb-12	2
25-Feb-12	2
26-Feb-12	3
27-Feb-12	2
28-Feb-12	4
29-Feb-12	2
01-Mar-12	5
02-Mar-12	3
03-Mar-12	2
04-Mar-12	2
05-Mar-12	2
06-Mar-12	2
08-Mar-12	3
09-Mar-12	1
10-Mar-12	3
12-Mar-12	5
14-Mar-12	4
15-Mar-12	2
16-Mar-12	2
18-Mar-12	3
19-Mar-12	3
20-Mar-12	3
21-Mar-12	1
22-Mar-12	3
23-Mar-12	2
24-Mar-12	1
25-Mar-12	2
26-Mar-12	2
27-Mar-12	2
28-Mar-12	3
29-Mar-12	2
30-Mar-12	2
31-Mar-12	1
01-Apr-12	1
02-Apr-12	4
03-Apr-12	2
04-Apr-12	1
05-Apr-12	5
06-Apr-12	6
07-Apr-12	1
08-Apr-12	2
09-Apr-12	2
10-Apr-12	1
11-Apr-12	1
14-Apr-12	5
15-Apr-12	2
16-Apr-12	3
17-Apr-12	3
18-Apr-12	3
20-Apr-12	3
21-Apr-12	2
22-Apr-12	1
23-Apr-12	1
26-Apr-12	1
27-Apr-12	1
28-Apr-12	3
30-Apr-12	5
01-May-12	6
03-May-12	1
04-May-12	2
05-May-12	1
07-May-12	3
08-May-12	2
09-May-12	4
10-May-12	1
11-May-12	2
12-May-12	3
14-May-12	1
15-May-12	1
16-May-12	2
17-May-12	4
18-May-12	2
19-May-12	2
20-May-12	2
21-May-12	3
22-May-12	4
23-May-12	2
25-May-12	1
27-May-12	3
28-May-12	3
29-May-12	2
30-May-12	1
31-May-12	5
01-Jun-12	3
02-Jun-12	1
03-Jun-12	3
04-Jun-12	2
05-Jun-12	3
06-Jun-12	2
07-Jun-12	2
08-Jun-12	2
09-Jun-12	1
10-Jun-12	1
11-Jun-12	1
12-Jun-12	1
13-Jun-12	6
14-Jun-12	2
15-Jun-12	1
16-Jun-12	4
17-Jun-12	1
18-Jun-12	2
20-Jun-12	2
21-Jun-12	2
22-Jun-12	3
23-Jun-12	1
24-Jun-12	2
25-Jun-12	1
26-Jun-12	3
27-Jun-12	2
29-Jun-12	3
30-Jun-12	1
01-Jul-12	1
02-Jul-12	4
03-Jul-12	1
04-Jul-12	2
05-Jul-12	1
06-Jul-12	4
07-Jul-12	1
08-Jul-12	1
09-Jul-12	3
10-Jul-12	3
11-Jul-12	6
12-Jul-12	1
13-Jul-12	1
15-Jul-12	2
16-Jul-12	5
17-Jul-12	1
18-Jul-12	1
19-Jul-12	3
20-Jul-12	5
21-Jul-12	2
22-Jul-12	6
23-Jul-12	4
24-Jul-12	2
25-Jul-12	4
26-Jul-12	1
27-Jul-12	1
29-Jul-12	5
30-Jul-12	3
31-Jul-12	6
01-Aug-12	4
02-Aug-12	3
03-Aug-12	3
04-Aug-12	1
05-Aug-12	5
06-Aug-12	4
07-Aug-12	2
08-Aug-12	2
09-Aug-12	3
10-Aug-12	2
11-Aug-12	3
12-Aug-12	1
13-Aug-12	3
14-Aug-12	2
15-Aug-12	3
16-Aug-12	2
17-Aug-12	1
19-Aug-12	2
20-Aug-12	3
21-Aug-12	3
22-Aug-12	1
23-Aug-12	7
26-Aug-12	3
27-Aug-12	7
28-Aug-12	5
29-Aug-12	4
30-Aug-12	1
31-Aug-12	2
01-Sep-12	1
02-Sep-12	1
03-Sep-12	2
04-Sep-12	4
05-Sep-12	2
06-Sep-12	2
07-Sep-12	2
08-Sep-12	2
09-Sep-12	4
10-Sep-12	2
11-Sep-12	4
13-Sep-12	1
15-Sep-12	3
16-Sep-12	3
17-Sep-12	3
18-Sep-12	3
19-Sep-12	1
20-Sep-12	3
23-Sep-12	2
24-Sep-12	3
25-Sep-12	3
26-Sep-12	2
28-Sep-12	1
29-Sep-12	1
30-Sep-12	1
01-Oct-12	2
02-Oct-12	2
03-Oct-12	1
04-Oct-12	1
05-Oct-12	1
06-Oct-12	2
08-Oct-12	3
09-Oct-12	2
10-Oct-12	4
11-Oct-12	1
12-Oct-12	1
14-Oct-12	2
16-Oct-12	5
17-Oct-12	4
18-Oct-12	2
19-Oct-12	1
20-Oct-12	1
22-Oct-12	2
23-Oct-12	2
24-Oct-12	5
25-Oct-12	3
27-Oct-12	1
28-Oct-12	1
29-Oct-12	1
30-Oct-12	1
31-Oct-12	1
02-Nov-12	1
03-Nov-12	1
04-Nov-12	6
05-Nov-12	3
06-Nov-12	2
07-Nov-12	3
10-Nov-12	1
11-Nov-12	4
12-Nov-12	4
13-Nov-12	2
14-Nov-12	1
15-Nov-12	4
16-Nov-12	2
17-Nov-12	1
18-Nov-12	3
19-Nov-12	1
20-Nov-12	3
21-Nov-12	3
23-Nov-12	1
24-Nov-12	3
25-Nov-12	3
26-Nov-12	6
27-Nov-12	1
28-Nov-12	3
29-Nov-12	1
30-Nov-12	4
01-Dec-12	1
02-Dec-12	1
04-Dec-12	3
06-Dec-12	2
07-Dec-12	1
09-Dec-12	1
10-Dec-12	1
11-Dec-12	4
12-Dec-12	1
13-Dec-12	1
14-Dec-12	2
15-Dec-12	1
17-Dec-12	2
19-Dec-12	3
20-Dec-12	1
21-Dec-12	1
22-Dec-12	1
23-Dec-12	1
24-Dec-12	2
25-Dec-12	2
26-Dec-12	5
27-Dec-12	7
28-Dec-12	4
29-Dec-12	3
30-Dec-12	2
31-Dec-12	6
01-Jan-13	2
02-Jan-13	3
03-Jan-13	4
04-Jan-13	6
05-Jan-13	2
06-Jan-13	1
07-Jan-13	1
08-Jan-13	1
09-Jan-13	1
10-Jan-13	1
11-Jan-13	3
12-Jan-13	1
13-Jan-13	2
14-Jan-13	3
15-Jan-13	3
18-Jan-13	2
19-Jan-13	2
20-Jan-13	2
21-Jan-13	3
23-Jan-13	2
24-Jan-13	2
25-Jan-13	1
26-Jan-13	1
27-Jan-13	4
28-Jan-13	3
29-Jan-13	3
30-Jan-13	3
31-Jan-13	6
01-Feb-13	2
02-Feb-13	2
03-Feb-13	3
04-Feb-13	2
05-Feb-13	3
06-Feb-13	2
07-Feb-13	2
08-Feb-13	2
09-Feb-13	3
11-Feb-13	1
12-Feb-13	2
14-Feb-13	2
15-Feb-13	4
16-Feb-13	2
17-Feb-13	1
18-Feb-13	4
19-Feb-13	4
20-Feb-13	7
21-Feb-13	2
22-Feb-13	4
23-Feb-13	1
24-Feb-13	4
25-Feb-13	6
26-Feb-13	3
27-Feb-13	4
28-Feb-13	7
01-Mar-13	2
02-Mar-13	2
03-Mar-13	1
04-Mar-13	4
05-Mar-13	4
06-Mar-13	2
07-Mar-13	5
08-Mar-13	3
09-Mar-13	1
10-Mar-13	2
12-Mar-13	2
13-Mar-13	1
14-Mar-13	1
15-Mar-13	1
16-Mar-13	2
17-Mar-13	4
18-Mar-13	4
19-Mar-13	2
20-Mar-13	4
21-Mar-13	4
22-Mar-13	3
23-Mar-13	2
25-Mar-13	5
26-Mar-13	3
27-Mar-13	1
28-Mar-13	3
29-Mar-13	2
30-Mar-13	3
01-Apr-13	3
02-Apr-13	1
04-Apr-13	7
05-Apr-13	2
06-Apr-13	1
07-Apr-13	3
08-Apr-13	3
09-Apr-13	1
11-Apr-13	5
12-Apr-13	2
13-Apr-13	2
14-Apr-13	3
15-Apr-13	1
16-Apr-13	3
17-Apr-13	1
19-Apr-13	1
21-Apr-13	3
22-Apr-13	1
23-Apr-13	4
24-Apr-13	6
25-Apr-13	2
26-Apr-13	3
27-Apr-13	2
28-Apr-13	2
29-Apr-13	5
30-Apr-13	1
01-May-13	5
02-May-13	4
03-May-13	1
04-May-13	2
05-May-13	5
06-May-13	3
07-May-13	4
08-May-13	2
09-May-13	3
10-May-13	1
12-May-13	1
13-May-13	4
14-May-13	1
15-May-13	3
16-May-13	5
17-May-13	2
19-May-13	3
20-May-13	5
21-May-13	4
22-May-13	7
23-May-13	5
24-May-13	1
25-May-13	2
26-May-13	2
27-May-13	2
28-May-13	4
29-May-13	2
30-May-13	2
31-May-13	3
01-Jun-13	2
02-Jun-13	2
03-Jun-13	4
04-Jun-13	4
05-Jun-13	4
06-Jun-13	3
07-Jun-13	7
08-Jun-13	4
09-Jun-13	5
10-Jun-13	1
11-Jun-13	8
12-Jun-13	5
13-Jun-13	4
14-Jun-13	6
15-Jun-13	1
16-Jun-13	3
17-Jun-13	3
18-Jun-13	3
19-Jun-13	3
20-Jun-13	2
21-Jun-13	8
22-Jun-13	4
23-Jun-13	1
24-Jun-13	4
25-Jun-13	6
26-Jun-13	1
27-Jun-13	4
28-Jun-13	1
29-Jun-13	4
30-Jun-13	4
01-Jul-13	3
02-Jul-13	3
03-Jul-13	3
05-Jul-13	2
06-Jul-13	4
07-Jul-13	2
08-Jul-13	1
09-Jul-13	2
10-Jul-13	3
11-Jul-13	4
12-Jul-13	2
13-Jul-13	3
14-Jul-13	1
15-Jul-13	4
16-Jul-13	5
17-Jul-13	3
18-Jul-13	3
19-Jul-13	3
20-Jul-13	1
21-Jul-13	4
22-Jul-13	2
23-Jul-13	3
24-Jul-13	3
25-Jul-13	4
26-Jul-13	3
28-Jul-13	2
29-Jul-13	3
30-Jul-13	2
31-Jul-13	7
01-Aug-13	2
02-Aug-13	4
03-Aug-13	1
04-Aug-13	3
05-Aug-13	1
06-Aug-13	5
07-Aug-13	6
08-Aug-13	5
09-Aug-13	8
10-Aug-13	4
11-Aug-13	3
12-Aug-13	3
13-Aug-13	3
14-Aug-13	3
15-Aug-13	1
16-Aug-13	3
17-Aug-13	3
18-Aug-13	1
19-Aug-13	5
20-Aug-13	6
21-Aug-13	5
22-Aug-13	4
23-Aug-13	4
24-Aug-13	3
25-Aug-13	6
26-Aug-13	2
27-Aug-13	3
28-Aug-13	4
29-Aug-13	2
31-Aug-13	4
01-Sep-13	4
02-Sep-13	7
03-Sep-13	4
04-Sep-13	4
05-Sep-13	4
06-Sep-13	3
07-Sep-13	7
08-Sep-13	3
09-Sep-13	4
10-Sep-13	3
11-Sep-13	2
12-Sep-13	4
13-Sep-13	5
16-Sep-13	3
17-Sep-13	4
18-Sep-13	3
19-Sep-13	3
20-Sep-13	4
21-Sep-13	6
22-Sep-13	4
23-Sep-13	4
24-Sep-13	3
25-Sep-13	1
26-Sep-13	5
27-Sep-13	2
28-Sep-13	1
29-Sep-13	2
30-Sep-13	2
01-Oct-13	3
02-Oct-13	4
03-Oct-13	1
04-Oct-13	2
05-Oct-13	1
06-Oct-13	3
07-Oct-13	4
08-Oct-13	4
10-Oct-13	2
11-Oct-13	1
12-Oct-13	4
13-Oct-13	2
14-Oct-13	2
15-Oct-13	4
16-Oct-13	1
17-Oct-13	3
18-Oct-13	3
19-Oct-13	3
20-Oct-13	2
21-Oct-13	5
22-Oct-13	3
23-Oct-13	2
24-Oct-13	2
25-Oct-13	5
26-Oct-13	1
27-Oct-13	2
28-Oct-13	2
29-Oct-13	3
30-Oct-13	3
